UserID,Age,Category,Gender,Location,Income,Debt,Owns_Property,Profession,Demographics,Platform,Total_Tim_ Spent,Video_Category,Time Spent On Video,Scroll Rate,Frequency,Watch Reason,DeviceType,OS,Watch Time,CurrentActivity,ConnectionType
61,57,50-59,Female,Germany,70601,TRUE,TRUE,driver,Rural,YouTube,205,Entertainment,17,32,Afternoon,Entertainment,Smartphone,iOS,5:00 PM,At home,Wi-Fi
62,21,20-29,Other,United States,97465,TRUE,TRUE,Waiting staff,Urban,Facebook,161,Jokes/Memes,22,17,Afternoon,Procrastination,Smartphone,Android,5:00 PM,Commuting,Wi-Fi
63,19,15-19,Male,United States,22539,FALSE,TRUE,Waiting staff,Rural,Facebook,23,Entertainment,22,79,Evening,Habit,Computer,Android,2:00 PM,At school,Mobile Data
64,23,20-29,Male,Vietnam,42669,FALSE,FALSE,Students,Rural,Instagram,155,ASMR,22,79,Evening,Boredom,Computer,iOS,2:00 PM,Commuting,Wi-Fi
65,59,50-59,Male,United States,90968,TRUE,FALSE,Teacher,Rural,Facebook,66,Life Hacks,12,48,Afternoon,Entertainment,Smartphone,Android,5:00 PM,At school,Mobile Data
66,21,20-29,Other,India,40644,FALSE,FALSE,Teacher,Rural,TikTok,220,Life Hacks,18,63,Afternoon,Habit,Smartphone,MacOS,5:00 PM,At home,Mobile Data
67,46,40-49,Other,India,38745,FALSE,TRUE,Cashier,Rural,YouTube,277,Gaming,24,40,Evening,Boredom,Smartphone,Android,2:00 PM,Commuting,Mobile Data
68,35,30-39,Male,Mexico,48228,FALSE,FALSE,Students,Rural,Facebook,219,Trends,14,84,Evening,Boredom,Smartphone,MacOS,2:00 PM,At home,Mobile Data
69,43,40-49,Male,Vietnam,54521,TRUE,FALSE,Artist,Rural,Instagram,26,Life Hacks,15,15,Night,Habit,Smartphone,MacOS,9:00 PM,At home,Wi-Fi
70,61,60-69,Female,Mexico,46928,FALSE,FALSE,Students,Rural,YouTube,295,Gaming,15,99,Evening,Habit,Computer,Android,2:00 PM,At home,Mobile Data
71,51,50-59,Female,Vietnam,38322,FALSE,FALSE,Students,Rural,Facebook,212,Pranks,5,6,Afternoon,Entertainment,Tablet,iOS,5:00 PM,At school,Mobile Data
72,27,20-29,Male,Indonesia,77714,TRUE,TRUE,Labor/Worker,Urban,Instagram,108,Life Hacks,16,94,Night,Boredom,Smartphone,Windows,9:00 PM,At home,Wi-Fi
73,53,50-59,Male,Vietnam,82292,TRUE,FALSE,Engineer,Rural,Facebook,288,Comedy,5,63,Evening,Entertainment,Computer,Windows,2:00 PM,At school,Mobile Data
74,31,30-39,Female,Germany,49055,FALSE,TRUE,Waiting staff,Urban,YouTube,218,Jokes/Memes,2,8,Night,Boredom,Smartphone,Android,9:00 PM,At home,Mobile Data
75,48,40-49,Other,Philippines,62891,TRUE,FALSE,driver,Rural,YouTube,138,Jokes/Memes,20,95,Night,Procrastination,Computer,MacOS,9:00 PM,At school,Mobile Data
76,32,30-39,Male,United States,26588,FALSE,TRUE,Labor/Worker,Rural,YouTube,297,Jokes/Memes,28,32,Night,Habit,Smartphone,Android,9:00 PM,At home,Mobile Data
77,25,20-29,Female,India,26304,FALSE,FALSE,driver,Rural,TikTok,261,Pranks,25,45,Night,Procrastination,Smartphone,Android,9:00 PM,Commuting,Wi-Fi
78,31,30-39,Male,India,27345,FALSE,TRUE,Labor/Worker,Rural,Facebook,274,Life Hacks,9,52,Afternoon,Procrastination,Tablet,Android,5:00 PM,Commuting,Mobile Data
79,40,40-49,Other,Japan,49300,FALSE,FALSE,Labor/Worker,Rural,TikTok,280,Vlogs,22,79,Evening,Boredom,Smartphone,iOS,2:00 PM,At school,Wi-Fi
80,57,50-59,Male,United States,44259,FALSE,TRUE,driver,Rural,YouTube,197,Jokes/Memes,27,82,Night,Habit,Tablet,Windows,9:00 PM,At school,Mobile Data
81,38,30-39,Male,United States,35352,FALSE,FALSE,driver,Rural,Instagram,223,Gaming,9,13,Evening,Habit,Smartphone,Android,2:00 PM,At home,Mobile Data
82,33,30-39,Male,Pakistan,53365,TRUE,TRUE,Labor/Worker,Urban,Facebook,292,Jokes/Memes,4,24,Afternoon,Entertainment,Smartphone,Android,5:00 PM,At school,Mobile Data
83,62,60-69,Male,Philippines,39446,FALSE,FALSE,Students,Rural,TikTok,220,Pranks,15,40,Evening,Entertainment,Smartphone,MacOS,2:00 PM,Commuting,Mobile Data
84,35,30-39,Male,India,22336,FALSE,TRUE,Waiting staff,Urban,Facebook,85,Entertainment,11,14,Afternoon,Boredom,Smartphone,Android,5:00 PM,At work,Mobile Data
85,64,60-69,Male,Barzil,82032,TRUE,FALSE,Labor/Worker,Urban,Instagram,157,Jokes/Memes,1,92,Night,Boredom,Tablet,iOS,9:00 PM,At home,Wi-Fi
86,41,40-49,Other,India,95415,TRUE,TRUE,Waiting staff,Rural,TikTok,222,Life Hacks,18,75,Night,Entertainment,Smartphone,iOS,9:00 PM,At home,Wi-Fi
87,43,40-49,Female,Indonesia,27521,FALSE,FALSE,Engineer,Rural,YouTube,118,Trends,29,70,Night,Habit,Computer,iOS,9:00 PM,At home,Wi-Fi
88,42,40-49,Other,United States,91707,TRUE,TRUE,Manager,Rural,TikTok,138,Life Hacks,1,62,Night,Entertainment,Computer,MacOS,9:00 PM,At home,Mobile Data
89,62,60-69,Female,United States,43481,FALSE,FALSE,Students,Rural,Facebook,19,Jokes/Memes,8,89,Night,Boredom,Smartphone,MacOS,9:00 PM,At work,Mobile Data
90,58,50-59,Female,Germany,38474,FALSE,TRUE,Waiting staff,Rural,Facebook,56,Jokes/Memes,25,61,Night,Entertainment,Smartphone,Android,9:00 PM,At school,Wi-Fi
91,46,40-49,Male,United States,66760,TRUE,FALSE,Waiting staff,Rural,Facebook,105,Jokes/Memes,16,1,Afternoon,Boredom,Tablet,Android,5:00 PM,At school,Mobile Data
92,32,30-39,Male,India,75718,TRUE,TRUE,Students,Rural,Facebook,112,Jokes/Memes,26,89,Night,Boredom,Smartphone,iOS,9:00 PM,Commuting,Wi-Fi
93,62,60-69,Female,India,64629,TRUE,FALSE,Students,Rural,YouTube,155,Trends,28,66,Night,Habit,Smartphone,Android,9:00 PM,At school,Mobile Data
94,18,15-19,Male,India,65232,TRUE,TRUE,driver,Rural,TikTok,36,Vlogs,22,32,Night,Boredom,Tablet,iOS,9:00 PM,At work,Wi-Fi
95,42,40-49,Other,Vietnam,87169,TRUE,TRUE,Manager,Rural,YouTube,229,Life Hacks,18,13,Evening,Habit,Computer,iOS,2:00 PM,At work,Wi-Fi
96,24,20-29,Other,Pakistan,70669,TRUE,TRUE,Students,Rural,YouTube,27,Jokes/Memes,22,33,Morning,Habit,Smartphone,Android,8:00 AM,At home,Wi-Fi
97,26,20-29,Male,United States,98021,TRUE,TRUE,Students,Urban,YouTube,176,ASMR,9,32,Evening,Boredom,Smartphone,iOS,2:00 PM,At home,Wi-Fi
98,41,40-49,Female,United States,89184,TRUE,FALSE,Waiting staff,Urban,Facebook,91,Jokes/Memes,12,56,Afternoon,Entertainment,Tablet,Android,5:00 PM,At work,Mobile Data
99,18,15-19,Male,India,67945,TRUE,TRUE,Engineer,Rural,Facebook,81,ASMR,19,24,Night,Entertainment,Smartphone,Android,9:00 PM,At work,Wi-Fi
100,61,60-69,Female,Mexico,33140,FALSE,FALSE,Waiting staff,Urban,Facebook,263,Pranks,25,91,Evening,Boredom,Tablet,iOS,2:00 PM,At home,Wi-Fi
101,25,20-29,Male,Germany,34357,FALSE,FALSE,Engineer,Rural,TikTok,171,Vlogs,18,4,Afternoon,Boredom,Tablet,Android,5:00 PM,At work,Wi-Fi
102,41,40-49,Male,Germany,88673,TRUE,FALSE,Waiting staff,Rural,Instagram,47,Jokes/Memes,27,88,Night,Boredom,Smartphone,iOS,9:00 PM,Commuting,Mobile Data
103,28,20-29,Male,India,85633,TRUE,FALSE,Engineer,Urban,Facebook,210,Jokes/Memes,5,23,Night,Entertainment,Smartphone,Android,9:00 PM,At school,Wi-Fi
104,34,30-39,Female,Japan,96943,TRUE,FALSE,Engineer,Rural,TikTok,209,Gaming,27,29,Night,Habit,Tablet,Windows,9:00 PM,At work,Mobile Data
105,25,20-29,Female,India,98258,TRUE,TRUE,driver,Urban,Facebook,264,Gaming,2,98,Night,Habit,Smartphone,Android,9:00 PM,At home,Mobile Data
106,52,50-59,Male,Philippines,32924,FALSE,FALSE,Labor/Worker,Rural,Facebook,188,Comedy,7,21,Evening,Entertainment,Smartphone,iOS,2:00 PM,At home,Mobile Data
107,52,50-59,Female,Japan,89286,TRUE,FALSE,Labor/Worker,Urban,YouTube,44,Jokes/Memes,27,30,Night,Habit,Smartphone,Android,9:00 PM,At home,Mobile Data
108,50,50-59,Male,Barzil,94071,TRUE,TRUE,Waiting staff,Rural,YouTube,91,Pranks,10,90,Night,Entertainment,Smartphone,Windows,9:00 PM,At work,Wi-Fi
109,22,20-29,Male,Mexico,77326,TRUE,TRUE,Artist,Rural,YouTube,229,Gaming,15,20,Evening,Entertainment,Computer,Android,2:00 PM,At home,Wi-Fi
110,59,50-59,Male,Germany,50651,TRUE,TRUE,Labor/Worker,Rural,TikTok,167,Jokes/Memes,25,16,Night,Procrastination,Tablet,Android,9:00 PM,At work,Mobile Data
111,56,50-59,Female,India,90202,TRUE,FALSE,Waiting staff,Rural,Instagram,13,Jokes/Memes,7,67,Night,Entertainment,Smartphone,iOS,9:00 PM,At home,Wi-Fi
112,58,50-59,Female,Barzil,68777,TRUE,FALSE,Labor/Worker,Rural,Instagram,176,Pranks,28,49,Evening,Habit,Smartphone,Android,2:00 PM,At home,Wi-Fi
113,45,40-49,Female,Vietnam,36994,FALSE,FALSE,Labor/Worker,Rural,TikTok,213,Jokes/Memes,5,58,Evening,Procrastination,Smartphone,Android,2:00 PM,At work,Mobile Data
114,24,20-29,Male,Indonesia,87263,TRUE,TRUE,Teacher,Rural,Facebook,203,Jokes/Memes,15,44,Evening,Boredom,Computer,Windows,2:00 PM,At home,Wi-Fi
115,26,20-29,Male,United States,79634,TRUE,FALSE,Students,Rural,TikTok,244,Entertainment,20,25,Night,Habit,Smartphone,Android,9:00 PM,At school,Mobile Data
116,25,20-29,Male,Barzil,30800,FALSE,FALSE,Students,Urban,Facebook,215,Life Hacks,28,23,Night,Boredom,Smartphone,iOS,9:00 PM,At school,Mobile Data
117,29,20-29,Female,Philippines,57823,TRUE,FALSE,Cashier,Rural,TikTok,159,Entertainment,20,59,Evening,Habit,Smartphone,Android,2:00 PM,At work,Wi-Fi
118,51,50-59,Male,United States,83878,TRUE,FALSE,driver,Rural,TikTok,168,Life Hacks,15,1,Evening,Habit,Smartphone,iOS,2:00 PM,At work,Wi-Fi
119,50,50-59,Other,India,38708,FALSE,TRUE,Labor/Worker,Rural,TikTok,288,Life Hacks,10,97,Evening,Habit,Smartphone,Android,2:00 PM,At work,Mobile Data
120,40,40-49,Female,Pakistan,32819,FALSE,FALSE,Engineer,Rural,Instagram,175,Gaming,24,15,Night,Habit,Smartphone,Android,9:00 PM,At home,Wi-Fi
121,41,40-49,Other,Vietnam,94905,TRUE,TRUE,Labor/Worker,Rural,YouTube,77,Life Hacks,26,81,Night,Habit,Tablet,Android,9:00 PM,At work,Mobile Data
122,54,50-59,Other,Barzil,83870,TRUE,FALSE,Labor/Worker,Rural,TikTok,97,Gaming,29,98,Night,Habit,Tablet,iOS,9:00 PM,At home,Mobile Data
123,52,50-59,Female,Mexico,29283,FALSE,TRUE,Artist,Urban,Instagram,226,Trends,26,81,Evening,Habit,Smartphone,iOS,2:00 PM,Commuting,Mobile Data
124,61,60-69,Other,India,50573,TRUE,FALSE,Waiting staff,Rural,YouTube,10,Comedy,14,52,Evening,Boredom,Smartphone,Windows,2:00 PM,At home,Wi-Fi
125,57,50-59,Male,United States,98707,TRUE,TRUE,driver,Rural,YouTube,144,ASMR,26,58,Night,Boredom,Smartphone,iOS,9:00 PM,At home,Wi-Fi
126,39,30-39,Female,India,50933,TRUE,FALSE,driver,Rural,TikTok,194,Gaming,26,41,Evening,Entertainment,Tablet,Android,2:00 PM,At school,Mobile Data
127,44,40-49,Female,Barzil,25774,FALSE,TRUE,Cashier,Rural,Facebook,149,Pranks,10,44,Night,Habit,Computer,iOS,9:00 PM,At school,Mobile Data
128,52,50-59,Male,Mexico,92055,TRUE,FALSE,Labor/Worker,Rural,Facebook,115,Pranks,17,4,Night,Boredom,Smartphone,Android,9:00 PM,At school,Wi-Fi
129,18,15-19,Other,Philippines,30983,FALSE,TRUE,Waiting staff,Rural,Facebook,142,Vlogs,21,77,Afternoon,Entertainment,Smartphone,Android,5:00 PM,At school,Wi-Fi
130,52,50-59,Female,Indonesia,38133,FALSE,FALSE,Students,Urban,TikTok,117,Jokes/Memes,14,68,Evening,Habit,Tablet,MacOS,2:00 PM,At home,Wi-Fi
131,54,50-59,Male,United States,34939,FALSE,TRUE,driver,Urban,Facebook,187,Vlogs,2,7,Evening,Habit,Smartphone,Android,2:00 PM,At home,Mobile Data
132,64,60-69,Male,Indonesia,20781,FALSE,FALSE,Artist,Rural,Instagram,155,Life Hacks,16,46,Night,Procrastination,Smartphone,Android,9:00 PM,At home,Mobile Data
133,31,30-39,Female,India,76700,TRUE,TRUE,Waiting staff,Rural,Instagram,83,ASMR,13,9,Night,Entertainment,Tablet,Android,9:00 PM,Commuting,Mobile Data
134,20,20-29,Male,India,47624,FALSE,FALSE,Students,Rural,Instagram,117,Vlogs,27,87,Afternoon,Entertainment,Smartphone,Android,5:00 PM,At school,Mobile Data
135,18,15-19,Female,Barzil,26823,FALSE,TRUE,driver,Rural,Instagram,131,Entertainment,9,33,Afternoon,Procrastination,Smartphone,Windows,5:00 PM,At home,Mobile Data
136,22,20-29,Female,Barzil,38489,FALSE,FALSE,Manager,Rural,YouTube,26,Life Hacks,7,33,Evening,Entertainment,Computer,iOS,2:00 PM,At home,Mobile Data
137,43,40-49,Female,Pakistan,59961,TRUE,TRUE,Cashier,Rural,Instagram,205,Trends,16,84,Night,Boredom,Smartphone,Android,9:00 PM,At home,Mobile Data
138,31,30-39,Female,Germany,49118,FALSE,FALSE,Labor/Worker,Rural,Facebook,261,Entertainment,10,4,Night,Entertainment,Tablet,Android,9:00 PM,At work,Mobile Data
139,56,50-59,Male,Pakistan,42263,FALSE,TRUE,Students,Rural,TikTok,128,Life Hacks,24,65,Morning,Boredom,Tablet,Android,8:00 AM,Commuting,Mobile Data
140,44,40-49,Male,India,33565,FALSE,FALSE,Students,Rural,Facebook,171,Life Hacks,22,34,Afternoon,Procrastination,Computer,Windows,5:00 PM,At school,Wi-Fi
141,26,20-29,Female,India,40354,FALSE,TRUE,Students,Rural,Instagram,207,Jokes/Memes,9,91,Afternoon,Habit,Tablet,iOS,5:00 PM,At work,Mobile Data
142,32,30-39,Male,India,62951,TRUE,TRUE,Engineer,Urban,YouTube,54,Gaming,22,85,Evening,Procrastination,Smartphone,Android,2:00 PM,At home,Mobile Data
143,32,30-39,Female,Pakistan,43648,FALSE,TRUE,Engineer,Rural,Instagram,188,Life Hacks,23,88,Evening,Habit,Smartphone,Android,2:00 PM,At school,Mobile Data
144,43,40-49,Female,Mexico,70729,TRUE,TRUE,Engineer,Urban,TikTok,53,Pranks,7,79,Night,Entertainment,Smartphone,Android,9:00 PM,Commuting,Mobile Data
145,59,50-59,Male,Mexico,61971,TRUE,FALSE,Waiting staff,Rural,Facebook,280,Life Hacks,16,99,Morning,Entertainment,Smartphone,Android,8:00 AM,At work,Mobile Data
146,30,30-39,Other,India,38658,FALSE,TRUE,Engineer,Rural,TikTok,87,Life Hacks,9,64,Evening,Habit,Tablet,iOS,2:00 PM,Commuting,Mobile Data
147,49,40-49,Male,Vietnam,41253,FALSE,FALSE,Waiting staff,Rural,TikTok,187,Life Hacks,27,,Night,Procrastination,Smartphone,iOS,9:00 PM,At work,Mobile Data
148,56,50-59,Male,Germany,84166,TRUE,FALSE,Labor/Worker,Urban,TikTok,12,Jokes/Memes,24,55,Morning,Procrastination,Smartphone,Android,8:00 AM,At home,Wi-Fi
149,49,40-49,Other,Mexico,68563,TRUE,FALSE,Engineer,Rural,Facebook,223,Vlogs,29,9,Evening,Boredom,Smartphone,iOS,2:00 PM,At home,Wi-Fi
150,21,20-29,Male,Japan,46390,FALSE,FALSE,Cashier,Rural,Instagram,83,Trends,17,17,Evening,Habit,Smartphone,iOS,2:00 PM,At school,Mobile Data
151,47,40-49,Other,United States,71578,TRUE,FALSE,Artist,Urban,TikTok,60,Entertainment,20,,Afternoon,Habit,Smartphone,Android,5:00 PM,At home,Mobile Data
152,54,50-59,Male,India,99025,TRUE,TRUE,driver,Rural,Facebook,76,Gaming,7,60,Night,Habit,Tablet,Android,9:00 PM,At home,Mobile Data
